INIT: 0x565db8 0x573bb4
guard: 0x565db8 1 PC 0x427309 in main /home/theta-lin/ctchecker_persist/mbedtls3.2.1/main.c:7
guard: 0x5667bc 282 PC 0x4346a7 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:131:13
guard: 0x566820 29b PC 0x434cae in mbedtls_mpi_lset /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:278
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667b4 280 PC 0x434645 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:126:9
guard: 0x56682c 29e PC 0x434d61 in mbedtls_mpi_lset /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:285:32
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667bc 282 PC 0x4346a7 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:131:13
guard: 0x566870 2af PC 0x43516a in mbedtls_mpi_bitlen /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:377
guard: 0x566878 2b1 PC 0x4351cf in mbedtls_mpi_bitlen /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:383:5
guard: 0x566884 2b4 PC 0x43528a in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:359
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x56688c 2b6 PC 0x4352f0 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:365:24
guard: 0x566a9c 33a PC 0x4371fe in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:944
guard: 0x566870 2af PC 0x43516a in mbedtls_mpi_bitlen /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:377
guard: 0x56687c 2b2 PC 0x4351fe in mbedtls_mpi_bitlen /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:385:13
guard: 0x566884 2b4 PC 0x43528a in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:359
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x56688c 2b6 PC 0x4352f0 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:365:24
guard: 0x566aa0 33b PC 0x437274 in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:955:9
guard: 0x566aac 33e PC 0x437309 in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:963:9
guard: 0x566ac0 343 PC 0x43748a in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:977:33
guard: 0x566ac0 343 PC 0x43748a in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:977:33
guard: 0x566ac0 343 PC 0x43748a in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:977:33
guard: 0x566ac4 344 PC 0x4374ae in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:984:5
guard: 0x566a9c 33a PC 0x4371fe in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:944
guard: 0x566870 2af PC 0x43516a in mbedtls_mpi_bitlen /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:377
guard: 0x566878 2b1 PC 0x4351cf in mbedtls_mpi_bitlen /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:383:5
guard: 0x566884 2b4 PC 0x43528a in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:359
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
